region,zone,dealer,source,type,model,grade,color,booking_date,invoice_date,delivery_date,payment_type, sales amount 
Region 6,Zone 11,14117,Chat,Passenger,SL-Class,BAC,GREY,3/5/2022,6/6/2022,6/6/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11121,Chat,Car,CLK Coupe,HAB,BLACK,23/7/2022,29/7/2022,29/7/2022,Installment,"5,500,000.00"
Region 1,Zone 02,16145,Chat,Passenger,SL-Class,BAC,WHITE,19/2/2022,19/3/2022,24/3/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12109,e-Quotation,Passenger,SL-Class,BAA,WHITE,17/3/2022,28/3/2022,28/3/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12146,TestDrive,Passenger,SL-Class,BAB,WHITE,16/3/2022,16/3/2022,16/3/2022,Installment,"4,100,000.00"
Region 5,Zone 09,12146,TestDrive,Passenger,SL-Class,BAB,BLACK,21/3/2022,12/4/2022,12/4/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14117,Chat,Car,CL500,HAC,BLACK,3/5/2022,18/8/2022,18/8/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11112,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11132,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11103,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11111,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11113,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11131,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11113,Chat,Passenger,SL-Class,BAA,WHITE,8/3/2022,9/3/2022,9/3/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13109,Chat,Car,CLK Coupe,TAA,WHITE,22/2/2022,18/3/2022,19/3/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11136,Chat,Passenger,SL-Class,BAA,WHITE,26/2/2022,26/2/2022,23/3/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10150,Chat,Passenger,SL-Class,BAC,WHITE,15/3/2022,18/3/2022,25/3/2022,Installment,"4,100,000.00"
Region 3,Zone 05,16117,Chat,Car,CL500,HAB,GREY,6/4/2022,,,Cash,
Region 3,Zone 05,10146,Chat,Passenger,SL-Class,BAD,BLACK,24/2/2022,9/5/2022,10/5/2022,Installment,"4,100,000.00"
Region 1,Zone 01,10166,Chat,Passenger,SL-Class,BAD,BLACK,24/2/2022,9/5/2022,10/5/2022,Installment,"4,100,000.00"
Region 3,Zone 05,16117,Chat,Passenger,SL-Class,BAD,BLACK,24/2/2022,9/5/2022,10/5/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12118,TestDrive,Car,CL500,HAC,WHITE,21/2/2022,,,Installment,
Region 4,Zone 07,11106,TestDrive,Car,CLK Coupe,TAA,WHITE,27/4/2022,,,Cash,
Region 2,Zone 03,10104,TestDrive,Car,CL500,HAC,WHITE,14/5/2022,30/7/2022,30/7/2022,Installment,"5,000,000.00"
Region 6,Zone 12,13141,Chat,Passenger,SL-Class,BAA,BLACK,14/3/2022,31/3/2022,31/3/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10162,TestDrive,Car,CL500,HAB,WHITE,16/5/2022,5/11/2022,,Installment,"5,000,000.00"
Region 3,Zone 06,14103,Chat,Passenger,SL-Class,BAB,WHITE,22/2/2022,28/3/2022,20/4/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CL500,HAA,GREY,23/2/2022,5/3/2022,9/3/2022,Installment,"5,000,000.00"
Region 1,Zone 02,10116,e-Quotation,Passenger,SL-Class,BAB,WHITE,22/2/2022,28/3/2022,20/4/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14111,TestDrive,Car,CLK Coupe,TAC,RED,28/2/2022,27/5/2022,7/6/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10146,TestDrive,Car,CL500,HAC,BLACK,21/2/2022,2/6/2022,7/6/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10162,TestDrive,Car,CL500,HAC,GREY,19/2/2022,25/5/2022,28/5/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12103,TestDrive,Passenger,SL-Class,BAA,BLACK,9/3/2022,10/3/2022,10/3/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10134,Chat,Passenger,SL-Class,BAB,WHITE,23/4/2022,30/8/2022,30/8/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12118,TestDrive,Car,CL500,HAC,WHITE,21/2/2022,,,Installment,
Region 1,Zone 01,10145,Chat,Passenger,SL-Class,BAC,BLACK,14/6/2022,28/6/2022,8/7/2022,Cash,"4,100,000.00"
Region 3,Zone 06,14103,Chat,Passenger,SL-Class,BAA,BLACK,27/9/2022,1/10/2022,1/10/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10136,Chat,Passenger,SL-Class,BAA,WHITE,22/2/2022,9/4/2022,9/4/2022,Installment,"4,100,000.00"
Region 5,Zone 09,12118,TestDrive,Passenger,SL-Class,BAA,WHITE,11/3/2022,27/4/2022,30/4/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16130,Chat,Passenger,SL-Class,BAD,WHITE,11/7/2022,15/8/2022,15/8/2022,Installment,"4,100,000.00"
Region 5,Zone 09,12103,TestDrive,Car,CLK Coupe,TAC,BLACK,19/2/2022,11/3/2022,11/3/2022,Cash,"5,500,000.00"
Region 5,Zone 09,12139,TestDrive,Passenger,SL-Class,BAC,WHITE,19/2/2022,18/3/2022,18/3/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14106,Chat,Passenger,SL-Class,BAB,BLACK,19/2/2022,7/5/2022,9/5/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13112,TestDrive,Passenger,E-Class,HAB,BLACK,21/3/2022,22/3/2022,27/3/2022,Installment,"4,500,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CL500,HAB,WHITE,30/3/2022,11/8/2022,11/8/2022,Cash,"5,000,000.00"
Region 6,Zone 13,13117,TestDrive,Car,CLK Coupe,HAA,GREY,23/8/2022,23/8/2022,1/9/2022,Installment,"5,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CL500,HAB,BLACK,19/2/2022,29/6/2022,29/6/2022,Cash,"5,000,000.00"
Region 1,Zone 02,20109,e-Quotation,Passenger,SL-Class,BAA,GREY,24/3/2022,22/4/2022,23/4/2022,Cash,"4,100,000.00"
Region 3,Zone 05,16135,Chat,Passenger,SL-Class,BAC,WHITE,27/3/2022,28/5/2022,28/5/2022,Installment,"4,100,000.00"
Region 3,Zone 06,10149,Chat,Passenger,SL-Class,BAC,WHITE,27/3/2022,28/5/2022,28/5/2022,Cash,"4,100,000.00"
Region 3,Zone 05,20112,TestDrive,Passenger,SL-Class,BAA,WHITE,28/2/2022,5/3/2022,5/3/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14128,Chat,Passenger,SL-Class,BAB,GREY,21/2/2022,,,Installment,
Region 2,Zone 03,10121,Chat,Car,CLK Coupe,TAB,WHITE,4/4/2022,23/10/2022,31/10/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11103,TestDrive,Passenger,C-Class,TAA,WHITE,31/3/2022,31/3/2022,5/4/2022,Cash,"6,000,000.00"
Region 4,Zone 08,13118,Chat,Passenger,SL-Class,BAC,WHITE,28/2/2022,9/5/2022,9/5/2022,Cash,"4,100,000.00"
Region 4,Zone 08,13129,Chat,Passenger,SL-Class,BAC,GREY,8/3/2022,28/3/2022,28/3/2022,Installment,"4,100,000.00"
Region 3,Zone 06,20110,TestDrive,Car,CL500,HAC,WHITE,17/3/2022,,,Cash,
Region 2,Zone 03,20106,TestDrive,Car,CL500,HAC,WHITE,24/10/2022,,,Cash,
Region 3,Zone 05,20104,TestDrive,Car,CLK Coupe,TAC,WHITE,4/4/2022,9/4/2022,9/4/2022,Cash,"5,500,000.00"
Region 5,Zone 09,12118,TestDrive,Car,CLK Coupe,TAC,WHITE,11/3/2022,,,Installment,
Region 6,Zone 11,14101,TestDrive,Car,CLK Coupe,TAB,WHITE,26/2/2022,4/5/2022,4/5/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11125,TestDrive,Passenger,SL-Class,BAD,RED,30/3/2022,30/3/2022,7/4/2022,Installment,"4,100,000.00"
Region 3,Zone 05,10146,TestDrive,Passenger,SL-Class,BAB,GREY,1/3/2022,21/5/2022,28/5/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13116,TestDrive,Car,CLK Coupe,TAC,GREY,19/2/2022,30/4/2022,30/4/2022,Installment,"5,500,000.00"
Region 6,Zone 13,13116,TestDrive,Car,CLK Coupe,TAC,GREY,19/2/2022,30/4/2022,30/4/2022,Installment,"5,500,000.00"
Region 3,Zone 05,16135,TestDrive,Car,CLK Coupe,TAB,BLUE,2/8/2022,13/8/2022,22/8/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11116,Chat,Passenger,SL-Class,BAB,WHITE,7/4/2022,12/8/2022,12/8/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10137,Website,Car,CLK Coupe,TAA,BLACK,20/2/2022,24/2/2022,28/2/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10137,Chat,Car,CLK Coupe,TAA,BLACK,20/2/2022,24/2/2022,28/2/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16101,e-Quotation,Passenger,E-Class,HAB,BLACK,21/2/2022,5/3/2022,17/3/2022,Cash,"4,500,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CL500,HAB,GREY,10/4/2022,3/8/2022,3/8/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CL500,HAB,GREY,10/4/2022,3/8/2022,3/8/2022,Cash,"5,000,000.00"
Region 2,Zone 04,14128,Chat,Passenger,SL-Class,BAB,GREY,25/2/2022,28/4/2022,4/5/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13142,Chat,Passenger,SL-Class,BAC,GREY,14/3/2022,4/6/2022,4/6/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10140,Chat,Passenger,SL-Class,BAD,WHITE,27/8/2022,30/9/2022,8/10/2022,Installment,"4,100,000.00"
Region 2,Zone 04,10165,Chat,Passenger,SL-Class,BAC,WHITE,18/3/2022,29/4/2022,10/5/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16102,Chat,Passenger,SL-Class,BAA,GREY,4/3/2022,3/7/2022,3/7/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13128,Website,Passenger,SL-Class,BAB,GREY,28/3/2022,2/6/2022,2/6/2022,Installment,"4,100,000.00"
Region 3,Zone 05,10130,Chat,Passenger,SL-Class,BAC,WHITE,1/3/2022,11/7/2022,14/7/2022,Cash,"4,100,000.00"
Region 4,Zone 08,16138,Chat,Passenger,SL-Class,BAB,WHITE,21/2/2022,26/7/2022,29/7/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10154,Chat,Passenger,SL-Class,BAB,WHITE,21/2/2022,26/7/2022,29/7/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16126,Chat,Passenger,SL-Class,BAB,WHITE,21/2/2022,26/7/2022,29/7/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10153,Chat,Passenger,C-Class,TAA,WHITE,1/4/2022,23/7/2022,26/7/2022,Cash,"6,000,000.00"
Region 1,Zone 02,10153,Chat,Passenger,C-Class,TAA,WHITE,1/4/2022,23/7/2022,26/7/2022,Cash,"6,000,000.00"
Region 6,Zone 13,13115,Chat,Car,CL500,HAC,WHITE,16/6/2022,15/7/2022,15/7/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10158,TestDrive,Passenger,SL-Class,BAA,GREY,7/5/2022,16/8/2022,16/8/2022,Cash,"4,100,000.00"
Region 3,Zone 06,14103,Chat,Passenger,SL-Class,BAA,GREY,17/3/2022,15/6/2022,15/6/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14122,Chat,Passenger,SL-Class,BAC,GREY,26/2/2022,,,Cash,
Region 5,Zone 09,12116,Chat,Car,CL500,HAC,WHITE,11/3/2022,1/6/2022,7/6/2022,Installment,"5,000,000.00"
Region 1,Zone 02,10116,e-Quotation,Passenger,SL-Class,BAB,WHITE,5/3/2022,3/5/2022,3/5/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14117,TestDrive,Car,CLK Coupe,TAC,WHITE,6/3/2022,8/4/2022,8/4/2022,Installment,"5,500,000.00"
Region 6,Zone 12,13128,Chat,Passenger,SL-Class,BAB,GREY,28/3/2022,2/6/2022,2/6/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10158,TestDrive,Passenger,SL-Class,BAA,GREY,7/5/2022,16/8/2022,16/8/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14102,Chat,Car,CL500,HAC,WHITE,24/2/2022,1/8/2022,1/8/2022,Cash,"5,000,000.00"
Region 1,Zone 02,20109,Chat,Passenger,SL-Class,BAB,GREY,1/3/2022,4/3/2022,4/3/2022,Installment,"4,100,000.00"
Region 3,Zone 06,10126,TestDrive,Car,CL500,HAC,WHITE,20/2/2022,31/5/2022,31/5/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10121,Chat,Passenger,SL-Class,BAC,WHITE,25/8/2022,13/9/2022,26/9/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10165,TestDrive,Car,CLK Coupe,HAA,GREY,15/8/2022,12/9/2022,12/9/2022,Installment,"5,500,000.00"
Region 3,Zone 06,14103,Chat,Car,CL500,HAB,WHITE,31/7/2022,,,Installment,
Region 2,Zone 04,10165,Website,Passenger,SL-Class,BAB,GREY,21/2/2022,,,Installment,
Region 3,Zone 05,10130,Chat,Passenger,SL-Class,BAA,GREY,7/3/2022,4/6/2022,8/6/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11131,Chat,Passenger,SL-Class,BAB,WHITE,19/5/2022,,,Cash,
Region 1,Zone 02,10155,Website,Passenger,SL-Class,BAA,GREY,17/3/2022,15/6/2022,15/6/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13123,e-Quotation,Car,CL500,HAB,GREY,1/3/2022,19/7/2022,19/7/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10137,TestDrive,Car,CL500,HAC,GREY,30/3/2022,23/7/2022,23/7/2022,Installment,"5,000,000.00"
Region 3,Zone 05,16117,Chat,Passenger,SL-Class,BAC,GREY,7/3/2022,25/4/2022,25/4/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14117,e-Quotation,Car,CL500,HAC,GREY,25/6/2022,27/7/2022,27/7/2022,Installment,"5,000,000.00"
Region 1,Zone 02,10116,Chat,Passenger,SL-Class,BAC,BLACK,19/5/2022,30/5/2022,30/5/2022,Cash,"4,100,000.00"
Region 4,Zone 08,16122,Chat,Passenger,SL-Class,BAB,GREY,21/2/2022,21/3/2022,21/3/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10148,Chat,Car,CL500,HAB,WHITE,6/4/2022,,,Installment,
Region 3,Zone 06,20110,Chat,Passenger,SL-Class,BAA,WHITE,5/6/2022,29/7/2022,29/7/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11125,Chat,Passenger,SL-Class,BAB,GREY,18/5/2022,12/9/2022,12/9/2022,Cash,"4,100,000.00"
Region 5,Zone 10,12131,TestDrive,Car,CLK Coupe,HAB,WHITE,16/7/2022,,,Cash,
Region 6,Zone 13,13116,TestDrive,Passenger,SL-Class,BAC,GREY,3/3/2022,4/3/2022,4/3/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11115,Chat,Passenger,SL-Class,BAA,WHITE,19/3/2022,17/4/2022,17/4/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10120,TestDrive,Passenger,SL-Class,BAC,GREY,5/3/2022,20/3/2022,20/3/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20107,Chat,Passenger,SL-Class,BAC,WHITE,7/4/2022,,,Cash,
Region 4,Zone 08,16111,Chat,Passenger,SL-Class,BAA,GREY,18/10/2022,22/10/2022,22/10/2022,Cash,"4,100,000.00"
Region 6,Zone 13,13117,Chat,Car,CLK Coupe,TAC,WHITE,22/2/2022,,,Installment,
Region 5,Zone 09,12103,TestDrive,Passenger,SL-Class,BAA,BLACK,14/3/2022,18/3/2022,19/3/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12140,Chat,Passenger,SL-Class,BAC,BLACK,24/3/2022,28/3/2022,28/3/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14101,TestDrive,Passenger,SL-Class,BAC,GREY,21/2/2022,3/3/2022,3/3/2022,Installment,"4,100,000.00"
Region 5,Zone 09,12140,Chat,Passenger,SL-Class,BAA,WHITE,30/3/2022,30/3/2022,30/3/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10149,e-Quotation,Car,CLK Coupe,TAA,WHITE,3/4/2022,26/5/2022,27/5/2022,Installment,"5,500,000.00"
Region 1,Zone 01,16144,TestDrive,Car,CL500,HAB,WHITE,24/2/2022,30/4/2022,30/4/2022,Installment,"5,000,000.00"
Region 6,Zone 11,14102,Chat,Passenger,C-Class,TAA,BLACK,11/4/2022,11/4/2022,12/4/2022,Installment,"6,000,000.00"
Region 4,Zone 07,11129,Chat,Car,CL500,HAA,WHITE,16/3/2022,26/5/2022,26/5/2022,Cash,"5,000,000.00"
Region 1,Zone 01,10111,TestDrive,Car,CL500,HAC,WHITE,7/5/2022,27/5/2022,28/5/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10111,TestDrive,Passenger,SL-Class,BAB,GREY,31/10/2022,31/10/2022,,Cash,"4,100,000.00"
Region 3,Zone 05,10137,Chat,Passenger,SL-Class,BAB,WHITE,22/7/2022,20/8/2022,23/8/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11106,TestDrive,Car,CLK Coupe,TAA,GREY,13/3/2022,18/3/2022,18/3/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10128,Website,Car,CL500,HAA,GREY,2/3/2022,26/3/2022,28/3/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12118,Chat,Passenger,SL-Class,BAA,WHITE,22/2/2022,11/4/2022,11/4/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12137,Chat,Passenger,SL-Class,BAA,WHITE,17/3/2022,28/3/2022,28/3/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11111,Chat,Passenger,SL-Class,BAC,WHITE,23/2/2022,,,Installment,
Region 4,Zone 07,11103,Chat,Passenger,SL-Class,BAC,WHITE,23/2/2022,,,Installment,
Region 2,Zone 03,20107,Website,Passenger,SL-Class,BAD,RED,10/3/2022,4/4/2022,4/4/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20107,Website,Passenger,SL-Class,BAD,RED,10/3/2022,4/4/2022,4/4/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14111,Chat,Passenger,SL-Class,BAA,GREY,17/3/2022,22/4/2022,4/5/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11129,Chat,Passenger,SL-Class,BAA,BLUE,8/3/2022,,,Cash,
Region 3,Zone 05,10114,Chat,Passenger,SL-Class,BAA,BLUE,8/3/2022,,,Cash,
Region 4,Zone 08,16115,Chat,Car,CLK Coupe,TAC,BLACK,29/3/2022,11/4/2022,11/4/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16115,Website,Car,CLK Coupe,TAC,BLACK,29/3/2022,11/4/2022,11/4/2022,Cash,"5,500,000.00"
Region 6,Zone 11,14102,Chat,Passenger,E-Class,HAA,BLACK,25/8/2022,,,Cash,
Region 6,Zone 12,13141,Website,Car,CLK Coupe,TAB,WHITE,26/2/2022,4/3/2022,4/3/2022,Cash,"5,500,000.00"
Region 4,Zone 08,16108,Chat,Passenger,SL-Class,BAC,GREY,4/4/2022,25/4/2022,29/4/2022,Installment,"4,100,000.00"
Region 6,Zone 12,13128,Website,Passenger,SL-Class,BAB,GREY,28/3/2022,2/6/2022,2/6/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10151,TestDrive,Passenger,SL-Class,BAA,WHITE,22/2/2022,23/2/2022,24/2/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10130,TestDrive,Car,CL500,HAC,RED-BLACK,28/3/2022,4/7/2022,5/7/2022,Installment,"5,000,000.00"
Region 3,Zone 05,14112,Chat,Passenger,SL-Class,BAA,WHITE,22/4/2022,25/4/2022,25/4/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10106,e-Quotation,Passenger,SL-Class,BAA,SILVER,29/3/2022,31/3/2022,5/4/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12103,TestDrive,Passenger,CS-Class,BAA,BLACK,22/2/2022,11/3/2022,12/3/2022,Installment,"3,000,000.00"
Region 6,Zone 13,13112,TestDrive,Car,CL500,HAB,WHITE,28/2/2022,8/4/2022,9/4/2022,Installment,"5,000,000.00"
Region 6,Zone 13,13112,TestDrive,Car,CL500,HAB,WHITE,28/2/2022,8/4/2022,9/4/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10,Chat,Passenger,SL-Class,BAB,GREY,28/2/2022,31/5/2022,2/6/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16108,Chat,Passenger,SL-Class,BAC,GREY,4/4/2022,25/4/2022,29/4/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10162,TestDrive,Car,CL500,HAC,GREY,1/6/2022,6/6/2022,10/6/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11106,TestDrive,Car,CL500,HAC,WHITE,24/2/2022,6/9/2022,7/9/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12140,e-Quotation,Passenger,SL-Class,BAA,WHITE,30/3/2022,30/3/2022,30/3/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12140,e-Quotation,Passenger,SL-Class,BAA,WHITE,30/3/2022,30/3/2022,30/3/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14102,Chat,Passenger,SL-Class,BAC,BLACK,3/4/2022,6/8/2022,6/8/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14102,Chat,Passenger,SL-Class,BAC,BLACK,3/4/2022,6/8/2022,6/8/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11127,TestDrive,Passenger,SL-Class,BAC,WHITE,23/2/2022,18/4/2022,18/4/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10150,Chat,Passenger,SL-Class,BAC,WHITE,24/2/2022,21/6/2022,21/6/2022,Installment,"4,100,000.00"
Region 3,Zone 05,14112,e-Quotation,Passenger,SL-Class,BAA,WHITE,25/2/2022,28/4/2022,29/4/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12107,Chat,Passenger,SL-Class,BAC,WHITE,31/8/2022,13/9/2022,13/9/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11129,Chat,Passenger,SL-Class,BAB,BLACK,24/2/2022,26/3/2022,26/3/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16130,Chat,Car,CLK Coupe,TAC,BLACK,26/3/2022,,,Installment,
Region 1,Zone 01,16144,TestDrive,Car,CLK Coupe,TAB,BLACK,22/2/2022,31/3/2022,31/3/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11120,Chat,Passenger,SL-Class,BAA,RED,25/6/2022,15/8/2022,15/8/2022,Installment,"4,100,000.00"
Region 3,Zone 06,10134,Chat,Car,CL500,HAB,GREY,8/5/2022,,,Installment,
Region 3,Zone 05,10137,Chat,Car,CL500,HAB,WHITE,27/2/2022,10/5/2022,10/5/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16110,Chat,Passenger,SL-Class,BAB,WHITE,23/2/2022,11/4/2022,30/4/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10122,Website,Car,CLK Coupe,TAC,GREY,1/3/2022,27/4/2022,6/5/2022,Cash,"5,500,000.00"
Region 6,Zone 13,13115,Chat,Car,CL500,HAB,WHITE,14/7/2022,22/7/2022,22/7/2022,Cash,"5,000,000.00"
Region 5,Zone 10,12136,Chat,Passenger,SL-Class,BAC,WHITE,4/4/2022,6/7/2022,6/7/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10140,Chat,Passenger,SL-Class,BAC,GREY,6/3/2022,7/4/2022,11/4/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12112,Chat,Passenger,SL-Class,BAA,BLUE,26/2/2022,30/5/2022,30/5/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12130,Chat,Passenger,SL-Class,BAA,BLUE,26/2/2022,30/5/2022,30/5/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14130,TestDrive,Passenger,SL-Class,BAA,GREY,15/9/2022,,,Cash,
Region 2,Zone 04,14130,TestDrive,Passenger,SL-Class,BAA,GREY,15/9/2022,,,Cash,
Region 2,Zone 04,10162,TestDrive,Car,CL500,HAC,GREY,16/6/2022,18/7/2022,18/7/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11112,Chat,Passenger,SL-Class,BAC,WHITE,6/7/2022,11/7/2022,11/7/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10129,Chat,Car,CLK Coupe,HAB,BLACK,15/6/2022,,,Installment,
Region 6,Zone 12,13137,TestDrive,Passenger,SL-Class,BAB,WHITE,23/2/2022,6/5/2022,6/5/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11121,Chat,Passenger,SL-Class,BAB,WHITE,7/4/2022,12/8/2022,12/8/2022,Installment,"4,100,000.00"
Region 6,Zone 12,13145,Chat,Passenger,SL-Class,BAB,WHITE,24/2/2022,16/4/2022,16/4/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10127,Chat,Car,CL500,HAA,GREY,24/5/2022,23/7/2022,23/7/2022,Cash,"5,000,000.00"
Region 2,Zone 03,20106,Chat,Car,CL500,HAC,RED-BLACK,18/3/2022,31/3/2022,31/3/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10134,Chat,Car,CLK Coupe,HAB,RED,16/6/2022,11/7/2022,15/7/2022,Cash,"5,500,000.00"
Region 1,Zone 02,16145,Chat,Car,CLK Coupe,HAA,WHITE,23/8/2022,,,Cash,
Region 4,Zone 08,16110,Chat,Passenger,SL-Class,BAA,BLUE,29/3/2022,30/6/2022,30/6/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11132,Chat,Car,CL500,HAC,WHITE,15/3/2022,21/3/2022,21/3/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10147,Website,Passenger,SL-Class,BAC,WHITE,9/5/2022,31/5/2022,31/5/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12127,e-Quotation,Passenger,SL-Class,BAA,GREY,30/5/2022,4/7/2022,7/7/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12129,Chat,Passenger,SL-Class,BAC,GREY,4/5/2022,11/8/2022,11/8/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10153,Chat,Passenger,SL-Class,BAC,BLACK,31/5/2022,27/7/2022,1/8/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10153,TestDrive,Car,CL500,HAC,WHITE,5/3/2022,31/8/2022,9/9/2022,Cash,"5,000,000.00"
Region 1,Zone 02,10153,TestDrive,Car,CL500,HAC,WHITE,5/3/2022,31/8/2022,9/9/2022,Cash,"5,000,000.00"
Region 6,Zone 13,13116,Chat,Car,CL500,HAC,GREY,1/3/2022,18/7/2022,18/7/2022,Installment,"5,000,000.00"
